id,source_file,suite_path,hardhat_test,scenario,expected_behavior,fixture_dependencies,foundry_destination,translation_shape,status,evidence
HH-22C55D33F634,test/deploy/11_alipayPaymentMethod.spec.ts,Alipay Payment Method Configuration > Unified Verifier Configuration,should add Alipay payment method to unified verifier,Alipay Payment Method Configuration Unified Verifier Configuration should add Alipay payment method to unified verifier,state transition,beforeAll:Alipay Payment Method Configuration; ../../utils/contracts[UnifiedPaymentVerifier|PaymentVerifierRegistry|Escrow]; ../../utils/test[getAccounts|getWaffleExpect]; ../../utils/test/types[Account]; ../../utils/types[Address],,one-to-one,pending-translation,baseline-passed
HH-740C78D8F6BE,test/deploy/12_chimePaymentMethod.spec.ts,Chime Payment Method Configuration > Payment Method Registry,should add Chime payment method to the registry,Chime Payment Method Configuration Payment Method Registry should add Chime payment method to the registry,state transition,beforeAll:Chime Payment Method Configuration; ../../utils/contracts[UnifiedPaymentVerifier|PaymentVerifierRegistry|Escrow]; ../../utils/test[getAccounts|getWaffleExpect]; ../../utils/test/types[Account]; ../../utils/types[Address],,one-to-one,pending-translation,baseline-passed
HH-6BE9986A93EA,test/deploy/12_chimePaymentMethod.spec.ts,Chime Payment Method Configuration > Payment Method Registry,should add Chime currencies to the registry,Chime Payment Method Configuration Payment Method Registry should add Chime currencies to the registry,state transition,beforeAll:Chime Payment Method Configuration; ../../utils/contracts[UnifiedPaymentVerifier|PaymentVerifierRegistry|Escrow]; ../../utils/test[getAccounts|getWaffleExpect]; ../../utils/test/types[Account]; ../../utils/types[Address],,one-to-one,pending-translation,baseline-passed
HH-49B587097D08,test/deploy/12_chimePaymentMethod.spec.ts,Chime Payment Method Configuration > Payment Method Registry,should only support USD currency for Chime,Chime Payment Method Configuration Payment Method Registry should only support USD currency for Chime,asserted behavior,beforeAll:Chime Payment Method Configuration; ../../utils/contracts[UnifiedPaymentVerifier|PaymentVerifierRegistry|Escrow]; ../../utils/test[getAccounts|getWaffleExpect]; ../../utils/test/types[Account]; ../../utils/types[Address],,one-to-one,pending-translation,baseline-passed
HH-10ACC5DADBD1,test/deploy/12_chimePaymentMethod.spec.ts,Chime Payment Method Configuration > Unified Verifier Configuration,should add Chime payment method to unified verifier,Chime Payment Method Configuration Unified Verifier Configuration should add Chime payment method to unified verifier,state transition,beforeAll:Chime Payment Method Configuration; ../../utils/contracts[UnifiedPaymentVerifier|PaymentVerifierRegistry|Escrow]; ../../utils/test[getAccounts|getWaffleExpect]; ../../utils/test/types[Account]; ../../utils/types[Address],,one-to-one,pending-translation,baseline-passed
HH-C9255E8364BE,test/deploy/13_luxonPaymentMethod.spec.ts,Luxon Payment Method Configuration > Payment Method Registry,should remove Luxon payment method from the registry,Luxon Payment Method Configuration Payment Method Registry should remove Luxon payment method from the registry,state transition,beforeAll:Luxon Payment Method Configuration; ../../utils/contracts[UnifiedPaymentVerifier|PaymentVerifierRegistry]; ../../utils/test[getAccounts|getWaffleExpect]; ../../utils/test/types[Account],,one-to-one,pending-translation,baseline-passed
HH-F0811F2EABBD,test/deploy/13_luxonPaymentMethod.spec.ts,Luxon Payment Method Configuration > Payment Method Registry,should remove Luxon currencies from the registry,Luxon Payment Method Configuration Payment Method Registry should remove Luxon currencies from the registry,state transition,beforeAll:Luxon Payment Method Configuration; ../../utils/contracts[UnifiedPaymentVerifier|PaymentVerifierRegistry]; ../../utils/test[getAccounts|getWaffleExpect]; ../../utils/test/types[Account],,one-to-one,pending-translation,baseline-passed
HH-04B36938A1C7,test/deploy/13_luxonPaymentMethod.spec.ts,Luxon Payment Method Configuration > Unified Verifier Configuration,should remove Luxon payment method from unified verifier,Luxon Payment Method Configuration Unified Verifier Configuration should remove Luxon payment method from unified verifier,state transition,beforeAll:Luxon Payment Method Configuration; ../../utils/contracts[UnifiedPaymentVerifier|PaymentVerifierRegistry]; ../../utils/test[getAccounts|getWaffleExpect]; ../../utils/test/types[Account],,one-to-one,pending-translation,baseline-passed
HH-A2329342F697,test/deploy/14_v2System.spec.ts,V2 System Deployment > OrchestratorRegistry,should have the correct owner,V2 System Deployment OrchestratorRegistry should have the correct owner,success,beforeAll:V2 System Deployment; ../../utils/contracts[EscrowV2|OrchestratorV2|OrchestratorRegistry|UnifiedPaymentVerifier|NullifierRegistry|EscrowRegistry]; ../../utils/test[getAccounts|getWaffleExpect]; ../../utils/test/types[Account]; ../../utils/types[Address]; ../../utils/constants[ONE_HOUR_IN_SECONDS],,one-to-one,pending-translation,baseline-passed
HH-76EAC34B86B9,test/deploy/14_v2System.spec.ts,V2 System Deployment > OrchestratorRegistry,should have V1 orchestrator registered,V2 System Deployment OrchestratorRegistry should have V1 orchestrator registered,success,beforeAll:V2 System Deployment; ../../utils/contracts[EscrowV2|OrchestratorV2|OrchestratorRegistry|UnifiedPaymentVerifier|NullifierRegistry|EscrowRegistry]; ../../utils/test[getAccounts|getWaffleExpect]; ../../utils/test/types[Account]; ../../utils/types[Address]; ../../utils/constants[ONE_HOUR_IN_SECONDS],,one-to-one,pending-translation,baseline-passed
HH-7D5953343649,test/deploy/14_v2System.spec.ts,V2 System Deployment > OrchestratorRegistry,should have V2 orchestrator registered,V2 System Deployment OrchestratorRegistry should have V2 orchestrator registered,success,beforeAll:V2 System Deployment; ../../utils/contracts[EscrowV2|OrchestratorV2|OrchestratorRegistry|UnifiedPaymentVerifier|NullifierRegistry|EscrowRegistry]; ../../utils/test[getAccounts|getWaffleExpect]; ../../utils/test/types[Account]; ../../utils/types[Address]; ../../utils/constants[ONE_HOUR_IN_SECONDS],,one-to-one,pending-translation,baseline-passed
HH-142BB8708497,test/deploy/14_v2System.spec.ts,V2 System Deployment > EscrowV2,should have the correct owner,V2 System Deployment EscrowV2 should have the correct owner,success,beforeAll:V2 System Deployment; ../../utils/contracts[EscrowV2|OrchestratorV2|OrchestratorRegistry|UnifiedPaymentVerifier|NullifierRegistry|EscrowRegistry]; ../../utils/test[getAccounts|getWaffleExpect]; ../../utils/test/types[Account]; ../../utils/types[Address]; ../../utils/constants[ONE_HOUR_IN_SECONDS],,one-to-one,pending-translation,baseline-passed
HH-628CD66ADFFC,test/deploy/14_v2System.spec.ts,V2 System Deployment > EscrowV2,should have the correct chain id,V2 System Deployment EscrowV2 should have the correct chain id,success,beforeAll:V2 System Deployment; ../../utils/contracts[EscrowV2|OrchestratorV2|OrchestratorRegistry|UnifiedPaymentVerifier|NullifierRegistry|EscrowRegistry]; ../../utils/test[getAccounts|getWaffleExpect]; ../../utils/test/types[Account]; ../../utils/types[Address]; ../../utils/constants[ONE_HOUR_IN_SECONDS],,one-to-one,pending-translation,baseline-passed
HH-E4287831D43F,test/deploy/14_v2System.spec.ts,V2 System Deployment > EscrowV2,should have the correct orchestrator registry,V2 System Deployment EscrowV2 should have the correct orchestrator registry,success,beforeAll:V2 System Deployment; ../../utils/contracts[EscrowV2|OrchestratorV2|OrchestratorRegistry|UnifiedPaymentVerifier|NullifierRegistry|EscrowRegistry]; ../../utils/test[getAccounts|getWaffleExpect]; ../../utils/test/types[Account]; ../../utils/types[Address]; ../../utils/constants[ONE_HOUR_IN_SECONDS],,one-to-one,pending-translation,baseline-passed
HH-1B562E5A9F67,test/deploy/14_v2System.spec.ts,V2 System Deployment > EscrowV2,should have the correct payment verifier registry,V2 System Deployment EscrowV2 should have the correct payment verifier registry,success,beforeAll:V2 System Deployment; ../../utils/contracts[EscrowV2|OrchestratorV2|OrchestratorRegistry|UnifiedPaymentVerifier|NullifierRegistry|EscrowRegistry]; ../../utils/test[getAccounts|getWaffleExpect]; ../../utils/test/types[Account]; ../../utils/types[Address]; ../../utils/constants[ONE_HOUR_IN_SECONDS],,one-to-one,pending-translation,baseline-passed
HH-88EE7659B63C,test/deploy/14_v2System.spec.ts,V2 System Deployment > EscrowV2,should have the correct dust recipient,V2 System Deployment EscrowV2 should have the correct dust recipient,success,beforeAll:V2 System Deployment; ../../utils/contracts[EscrowV2|OrchestratorV2|OrchestratorRegistry|UnifiedPaymentVerifier|NullifierRegistry|EscrowRegistry]; ../../utils/test[getAccounts|getWaffleExpect]; ../../utils/test/types[Account]; ../../utils/types[Address]; ../../utils/constants[ONE_HOUR_IN_SECONDS],,one-to-one,pending-translation,baseline-passed
HH-AB2239937679,test/deploy/14_v2System.spec.ts,V2 System Deployment > EscrowV2,should have the correct dust threshold,V2 System Deployment EscrowV2 should have the correct dust threshold,success,beforeAll:V2 System Deployment; ../../utils/contracts[EscrowV2|OrchestratorV2|OrchestratorRegistry|UnifiedPaymentVerifier|NullifierRegistry|EscrowRegistry]; ../../utils/test[getAccounts|getWaffleExpect]; ../../utils/test/types[Account]; ../../utils/types[Address]; ../../utils/constants[ONE_HOUR_IN_SECONDS],,one-to-one,pending-translation,baseline-passed
HH-883F33C8F0BC,test/deploy/14_v2System.spec.ts,V2 System Deployment > EscrowV2,should have the correct max intents per deposit,V2 System Deployment EscrowV2 should have the correct max intents per deposit,success,beforeAll:V2 System Deployment; ../../utils/contracts[EscrowV2|OrchestratorV2|OrchestratorRegistry|UnifiedPaymentVerifier|NullifierRegistry|EscrowRegistry]; ../../utils/test[getAccounts|getWaffleExpect]; ../../utils/test/types[Account]; ../../utils/types[Address]; ../../utils/constants[ONE_HOUR_IN_SECONDS],,one-to-one,pending-translation,baseline-passed
HH-84A127B08556,test/deploy/14_v2System.spec.ts,V2 System Deployment > EscrowV2,should have the correct intent expiration period,V2 System Deployment EscrowV2 should have the correct intent expiration period,success,beforeAll:V2 System Deployment; ../../utils/contracts[EscrowV2|OrchestratorV2|OrchestratorRegistry|UnifiedPaymentVerifier|NullifierRegistry|EscrowRegistry]; ../../utils/test[getAccounts|getWaffleExpect]; ../../utils/test/types[Account]; ../../utils/types[Address]; ../../utils/constants[ONE_HOUR_IN_SECONDS],,one-to-one,pending-translation,baseline-passed
HH-2A934B3EBFA0,test/deploy/14_v2System.spec.ts,V2 System Deployment > EscrowV2,should be whitelisted in EscrowRegistry,V2 System Deployment EscrowV2 should be whitelisted in EscrowRegistry,success,beforeAll:V2 System Deployment; ../../utils/contracts[EscrowV2|OrchestratorV2|OrchestratorRegistry|UnifiedPaymentVerifier|NullifierRegistry|EscrowRegistry]; ../../utils/test[getAccounts|getWaffleExpect]; ../../utils/test/types[Account]; ../../utils/types[Address]; ../../utils/constants[ONE_HOUR_IN_SECONDS],,one-to-one,pending-translation,baseline-passed
HH-D0A3DD3D1661,test/deploy/14_v2System.spec.ts,V2 System Deployment > OrchestratorV2,should have the correct owner,V2 System Deployment OrchestratorV2 should have the correct owner,success,beforeAll:V2 System Deployment; ../../utils/contracts[EscrowV2|OrchestratorV2|OrchestratorRegistry|UnifiedPaymentVerifier|NullifierRegistry|EscrowRegistry]; ../../utils/test[getAccounts|getWaffleExpect]; ../../utils/test/types[Account]; ../../utils/types[Address]; ../../utils/constants[ONE_HOUR_IN_SECONDS],,one-to-one,pending-translation,baseline-passed
HH-EFE968E461F3,test/deploy/14_v2System.spec.ts,V2 System Deployment > OrchestratorV2,should have the correct chain id,V2 System Deployment OrchestratorV2 should have the correct chain id,success,beforeAll:V2 System Deployment; ../../utils/contracts[EscrowV2|OrchestratorV2|OrchestratorRegistry|UnifiedPaymentVerifier|NullifierRegistry|EscrowRegistry]; ../../utils/test[getAccounts|getWaffleExpect]; ../../utils/test/types[Account]; ../../utils/types[Address]; ../../utils/constants[ONE_HOUR_IN_SECONDS],,one-to-one,pending-translation,baseline-passed
HH-C1AA40BA784A,test/deploy/14_v2System.spec.ts,V2 System Deployment > OrchestratorV2,should have the correct escrow registry,V2 System Deployment OrchestratorV2 should have the correct escrow registry,success,beforeAll:V2 System Deployment; ../../utils/contracts[EscrowV2|OrchestratorV2|OrchestratorRegistry|UnifiedPaymentVerifier|NullifierRegistry|EscrowRegistry]; ../../utils/test[getAccounts|getWaffleExpect]; ../../utils/test/types[Account]; ../../utils/types[Address]; ../../utils/constants[ONE_HOUR_IN_SECONDS],,one-to-one,pending-translation,baseline-passed
HH-1A8131E12201,test/deploy/14_v2System.spec.ts,V2 System Deployment > OrchestratorV2,should have the correct payment verifier registry,V2 System Deployment OrchestratorV2 should have the correct payment verifier registry,success,beforeAll:V2 System Deployment; ../../utils/contracts[EscrowV2|OrchestratorV2|OrchestratorRegistry|UnifiedPaymentVerifier|NullifierRegistry|EscrowRegistry]; ../../utils/test[getAccounts|getWaffleExpect]; ../../utils/test/types[Account]; ../../utils/types[Address]; ../../utils/constants[ONE_HOUR_IN_SECONDS],,one-to-one,pending-translation,baseline-passed
